新闻,#genre#
KBVR TV,http://klive-a.akamaihd.net/dc-0/live/hls/p/391241/e/0_bthpnu1j/sd/10000/t/YwqLo1YivB_aumq-LxAuWg/master.m3u8
KDOC,https://v-la.mybtv.net/event/6.0/1280x720?start_time=2019-12-12T11%3A45%3A00.000Z&end_time=2028&env=prd&uid=24610
Key TV,http://media4.tripsmarter.com:1935/LiveTV/KTVHD/chunklist_w363623166.m3u8
Kids TV,http://stitcher.pluto.tv/stitch/hls/channel/51c75f7bb6f26ba1cd00002f/master.m3u8?deviceType=%2C%2C&deviceMake=&deviceModel=&sid=c8b023af-ff3b-4fb6-87f0-4af929510c3d&deviceId=29556502-e2a5-45de-8deb-3b3dfa36b936_e62c9abb601b4ed5&deviceVersion=7.1.1_25&appVersion=3.5.1&deviceDNT=0&userId=&advertisingId=6e7a218c-1bf7-46bf-b486-0902a3cd5a1c&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high
KIRO 7 News (KIRO-TV),http://svc-lvanvato-cxtv-kiro.cmgvideo.com/kiro/1864k/index.m3u8?fluxustv.m3u8
KIRO 7 News (KIRO-TV),http://svc-lvanvato-cxtv-kiro.cmgvideo.com:80/kiro/1864k/index.m3u8
KNXT Catholic TV,http://origin7-edge2.ord.yourstreamlive.com:1935/live/yourstreamlive/amlst:out_2324_4sqkvkde/chunklist.m3u8
KOFY,https://v-ca.mybtv.net/event/20.1/1280x720?start_time=2019-12-12T22%3A45%3A00.000Z&end_time=2028&env=prd&uid=12052
KOMO News (KOMO-TV),https://content.uplynk.com/2c88dfe19e1447e6a6aa27e8e143a140.m3u8
Kool London Radio (UK),http://w10.streamgb.com:1935/kool/kool/playlist.m3u8
KOOL-TV,http://173.199.158.79:1935/roku/myStream/playlist.m3u8
KTVB,http://ktvb-lh.akamaihd.net/i/KTVB_Shows_1@60359/master.m3u8
KTVK,https://player-api.new.livestream.com/accounts/12643960/events/3893868/live.m3u8
KUSI,https://player-api.new.livestream.com/accounts/25082096/events/7376073/live.m3u8
Latinos Up! TV,http://5955f4ce3f2b7.streamlock.net:1935/8080/8080/playlist.m3u8
Latinos Up! TV,https://5b38ce71f1f00.streamlock.net/8080/8080/chunklist_w956830983.m3u8
Law & Crime,https://live-lawandcrime.simplestreamcdn.com/landc_d1/live.m3u8
Law & Crime 2,https://live-lawandcrime.simplestreamcdn.com/landc_d2/live.m3u8
Law And Crime Network,https://dai2.xumo.com/amagi_hls_data_xumo1234A-lawcrime/CDN/master.m3u8
Leominster TV Educational,http://edu.leominster.tv/Edu/smil:Edu.smil/chunklist_w43731873_b1344100_sleng_t64NzIwcA==.m3u8
Leominster TV Educational,http://edu.leominster.tv/Edu/smil:Edu.smil/chunklist_w43731873_b1344100_sleng_t64NzIwcA==.m3u8?fluxustv.m3u8
Leominster TV Government,http://gov.leominster.tv/Gov/smil:Gov.smil/chunklist_w1957429215_b1344100_sleng_t64NzIwcA==.m3u8
Leominster TV Government,http://gov.leominster.tv/Gov/smil:Gov.smil/chunklist_w1957429215_b1344100_sleng_t64NzIwcA==.m3u8?fluxustv.m3u8
Leominster TV Public,http://gov.leominster.tv/Pub/smil:Pub.smil/chunklist_w2036537178_b1344100_sleng_t64NzIwcA==.m3u8
Leominster TV Public,http://gov.leominster.tv/Pub/smil:Pub.smil/chunklist_w2036537178_b1344100_sleng_t64NzIwcA==.m3u8?fluxustv.m3u8
Lex TV,http://granicusliveus2-a.akamaihd.net/lfucg/G0264_002/chunklist_w831870727.m3u8
Lex TV,http://granicusliveus2-a.akamaihd.net/lfucg/G0264_002/chunklist_w831870727.m3u8?fluxustv.m3u8
LifevisionTV,http://uni5rtmp.tulix.tv/lifevision/lifevision.stream/playlist.m3u8
Local Now Philidelphia,https://ottmanifest.weathergroup.com/live/10.233.185.101:58081/api/v1/live/hls/localnow/index.m3u8?network=OTT&experienceid=paPhiladelphia&seid=532865b2-796b-497d-abb2-56df16f62f32&showlocalnow=false&cdn=https%3a//ottcdn-a.akamaihd.net&sessionId=LocalNowWeb_bW9jLm9vYWNiQDM4NzkwZXd0&format=HLS&tpp=10443
LoveWorld USA,https://loveworldusa-lh.akamaihd.net/i/lwusa2_1@514985/master.m3u8
MCN6,http://live.mcn6.org:8180/live/CELL-496k-270p/CELL-496k-270p.m3u8
Miami TV,https://59ec5453559f0.streamlock.net/miamitv/smil:miamitvROKU/chunklist_w1195980091_b2592000.m3u8
Miami TV Jenny Live,https://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexicoROKU/chunklist_w1869403172_b1896000.m3u8
Miami TV Latino,https://59ec5453559f0.streamlock.net/canal18/smil:canal18/chunklist_w577650521_b2592000.m3u8
MLB Network,http://mlblive-akc.mlb.com/ls01/mlbam/mlb_network/NETWORK_LINEAR_1/master_mobile.m3u8
MLB Network,http://mlblive-akc.mlb.com/ls01/mlbam/mlb_network/NETWORK_LINEAR_1/master_tablet.m3u8
MLB Network,http://mlblive-akc.mlb.com/ls01/mlbam/mlb_network/NETWORK_LINEAR_1/master_wired.m3u8
MLB Network,https://mlblive-akc.mlb.com/ls01/mlbam/mlb_network/NETWORK_LINEAR_1/master_wired.m3u8
Mo Laughter,https://nimble.dashstreams.net/onestudio/molaughter/chunks.m3u8
Mobcrush,https://ott.mobcrush.com/hls/0/ott.m3u8
Models Inc.,https://bozztv.com/36bay2/gin/giniko_modelinc_2000kb_36bay2/tracks-v1a1/mono.m3u8
Movee 4U,https://nimble.dashstreams.net/onestudio/movee4u/chunks.m3u8
Movie Kingdom,https://a.jsrdn.com/broadcast/e9b4093a41/+0000/high/c.m3u8
MTV (Latin America),http://161.0.157.9/PLTV/88888888/224/3221226825/index.m3u8?fluxustv.m3u8
MTV Norge,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/index_3500_av-b.m3u8
Music Choice,http://edge.music-choice-play-chaina1.top.comcast.net/PlayMetadataInserter/play/chunklist.m3u8
Music Choice,https://edge.music-choice-play-chainb1.top.comcast.net/PlayMetadataInserter/play/chunklist.m3u8
My TV (WPHL),https://v-pi.mybtv.net/event/17.1/1280x720?start_time=2019-12-11T19%3A45%3A00.000Z&end_time=2046&env=prd&uid=29375
MyHolyfield TV,https://nimble.dashstreams.net/onestudio/holyfield/chunks.m3u8
NASA TV,http://c742eca7-lp-omega.ums.services.video.ibm.com/playlist/directhls/channel/6540154/2/playlist.m3u8?authType=IP_BASED_IDENTITY&appType=12&appVersion=1&segmentType=ts&content=audiovideo&sgn=c24a2d4ff965b2ea7a189c91d27d57e7297dcbb9&cdnHost=uhs-akamai.ustream.tv/
NASA TV,http://hls.ums.ustream.tv/playlist/directhls/channel/6540154/playlist.m3u8?sgn=31d0dfb847c358d4cedcd2256dc4e1c42a7f13a7
NASA TV,https://tinyurl.com/yyjswlhf
NASA TV,https://uplynkcontent.sinclairstoryline.com/channel/ddd76fdc1c0a456ba537e4f48e827d3e.m3u8
Nat Geo People,http://livecdnh1.tvanywhere.ae/hls/nat_geo_people/02.m3u8
Nat Geo People,http://livecdnh1.tvanywhere.ae/hls/nat_geo_people/04.m3u8
Nat Geo People,http://livecdnh1.tvanywhere.ae/hls/nat_geo_people/05.m3u8
Nat Geo People,http://livecdnh1.tvanywhere.ae:80/hls/nat_geo_people/05.m3u8
Nat Geo Wild,http://livecdnh1.tvanywhere.ae/hls/nat_geo_wild/02.m3u8
Nat Geo Wild,http://livecdnh1.tvanywhere.ae/hls/nat_geo_wild/04.m3u8
Nat Geo Wild HD,http://livecdnh1.tvanywhere.ae/hls/nat_geo_wild/05.m3u8
National Geographic,http://livecdnh1.tvanywhere.ae/hls/nat_geo/04.m3u8
National Geographic,http://livecdnh1.tvanywhere.ae:80/hls/nat_geo/05.m3u8
National Geograpic,http://livecdnh1.tvanywhere.ae/hls/nat_geo/05.m3u8
NBC,http://161.0.157.5/PLTV/88888888/224/3221227040/index.m3u8
NBC,https://d3sjmtxha86r3t.cloudfront.net/nbc/smil:nbc.smil/playlist.m3u8
NBC 11 Pittsburgh PA (WPXI-HD),http://svc-lvanvato-cxtv-wpxi.cmgvideo.com/wpxi/2564k/index.m3u8
NBC 13 Des Moines IA (WHO-DT),http://api.new.livestream.com/accounts/9976600/events/3382760/live.m3u8
NBC 15 Madison WI (WMTVNBC),http://ad-playlistserver.aws.syncbak.com/playlist/899088/master.m3u8?access_token=eyJhbGciOiJIUzI1NiIsImtpZCI6IkdyYXkyMDE2MDgyOSIsInN1YiI6IioiLCJ0eXAiOiJKV1QifQ.eyJleHAiOjE3OTAzNjkxMDUsImlzcyI6IldMUyIsIm1kNSI6ImJhZTU4Y2ZlZWM2NmU1MjZkNmVjZmE1YmUzNTQxMzQ4IiwibWlkIjoiODk5MDg4In0.vBWkHmqS3z3dpq8UWfbk4wFd-vQlj6B0up-rpt7X_7Q
NBC 26 (WGBA),https://content.uplynk.com/channel/1fbfb28ae5044f619f75ae0adb011989.m3u8
NBC 26 (WGBA) Traffic,https://player-api.new.livestream.com/accounts/4351235/events/3212914/live.m3u8
NBC 38 Columbus GA (WLTZ-DT),http://api.new.livestream.com/accounts/22400479/events/6650525/live.m3u8
NBC 6,http://190.80.3.28/NBC/NBC.isml/index.m3u8
NBC 6 Miami FL (WTVJ),http://161.0.157.51/PLTV/88888888/224/3221227040/01.m3u8
NBC 6 Miami FL (WTVJ),http://161.0.157.51/PLTV/88888888/224/3221227040/03.m3u8
NBC Charlotte NC (WCNC-TV),http://wcnc-lh.akamaihd.net/i/WCNC_Breaking_1@195112/master.m3u8
NBC San Jose CA (KNTV),http://kntvlive-f.akamaihd.net/i/kntvb2_1@15530/index_1286_av-p.m3u8
NBC San Jose CA (KNTV),https://kntvlive-f.akamaihd.net/i/kntvb1_1@15530/master.m3u8
NBC San Jose CA (KNTV),https://kntvlive-f.akamaihd.net/i/kntvb2_1@15530/master.m3u8
New Orleans TV,http://bit.ly/2N6lxn9
New Orleans TV,http://media4.tripsmarter.com:1935/LiveTV/NOTVHD/playlist.m3u8
News 12 Brooklyn,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12KN
News 12 Connecticut,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12CT_WEST
News 12 Hudson Valley,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12HV
News 12 Long Island,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12LI_WEST
News 12 New Jersey,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12NJ_CENTRAL
News 12 The Bronx,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12BX
News 12 Westchester,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12WH_WESTCHESTER
News 12+ Connecticut,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12TW_CT
News 12+ Hudson Valley,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12TW_WC
News 12+ Long Island,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12TW_LI
News 12+ New Jersey,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12TW_NJ
News 12+ New York City,http://hls.iptv.optimum.net/news12/nipadlive/index_new.m3u8?callsign=N12TW_NYC
NewsChannel 21 (KTVZ),http://api.new.livestream.com/accounts/19128364/events/5285531/live.m3u8
Newsmax,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_1080.m3u8
Newsmax TV,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
Newsmax TV,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_288.m3u8
Newsmax TV,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_720.m3u8
NewsNet,http://broadcastny.yournewsnet.com:8081/master/newsnetweb/playlist.m3u8
NewsNet,http://broadcastny.yournewsnet.com:8081/master/newsnetweb/playlist.m3u8?fluxustv.m3u8
Newsy,https://content.uplynk.com/channel/4bb4901b934c4e029fd4c1abfc766c37.m3u8
Newsy,https://content.uplynk.com/channel/4bb4901b934c4e029fd4c1abfc766c37.m3u8?ad=newsyweb
Nick Jr. Pluto TV,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ca6748a37b88b269472dad9/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=c834f953-0811-479f-94d7-0ef34aeef06a&deviceId=358fb262-122e-446f-922a-3f7a266db3aa&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=&appStoreUrl=&architecture=&serverSideAds=true
Nick Pluto TV,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ca673e0d0bd6c2689c94ce3/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=1d81c85c-ff9a-48ca-ac76-aaf60ec7e71d&deviceId=358fb262-122e-446f-922a-3f7a266db3aa&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=&appStoreUrl=&architecture=&serverSideAds=true
NRBTV,http://uni6rtmp.tulix.tv/nrbnetwork/myStream.sdp/playlist.m3u8
NYXT,http://api.new.livestream.com/accounts/19770665/events/5522162/live.m3u8
Olelo 49,http://granicusliveus12-a.akamaihd.net/olelo/G0125_009/chunklist.m3u8
Olelo 53,http://granicusliveus12-a.akamaihd.net/olelo/G0125_011/chunklist.m3u8
Olelo 54,http://granicusliveus12-a.akamaihd.net/olelo/G0125_012/chunklist.m3u8
Olelo 55,http://granicusliveus12-a.akamaihd.net/olelo/G0125_013/chunklist.m3u8
Olympic Channel,http://ott-live.olympicchannel.com/out/u/OC1_3.m3u8
Olympic Channel,https://iocchannel-i.akamaihd.net/hls/live/514135/olylinear0629221316/DomesticOlympicsLinear_VIDEO_0_7064000.m3u8
Olympic Channel (HD),http://ott-live.olympicchannel.com/out/u/OC1_2.m3u8
Olympic Channel (SD),http://ott-live.olympicchannel.com/out/u/OC1_3.m3u8?fluxustv.m3u8
Olympic Channel (UHD),http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8?fluxustv.m3u8
Olympic Channel 2,http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8
Olympic Channel 3,http://ott-live.olympicchannel.com/out/u/OC2_1.m3u8
Olympic Channel 4,http://ott-live.olympicchannel.com/out/u/OC3_1.m3u8
Olympic Channel 5,http://ott-live.olympicchannel.com/out/u/OC4_1.m3u8
Olympic Channel 6,http://ott-live.olympicchannel.com/out/u/OC5_1.m3u8
Ondas de Amor,http://st2.worldkast.com/8008/8008/chunklist_w2031714912.m3u8?fluxustv.m3u8
Opportunity Knocks,https://nimble.dashstreams.net/onestudio/myoktv/chunks.m3u8
Orange TV,http://otv3.ocfl.net:1936/OrangeTV/smil:OrangeTV.smil/chunklist_w1007974604_b894100_sleng.m3u8
Out of Focus TV,http://pablogott.videocdn.scaleengine.net/pablogott-live/play/ooftv1/playlist.m3u8
Pac-12 Plus,https://p12x-lh.akamaihd.net/i/pac12plus_delivery@198236/master.m3u8
PBC Tapesh TV,http://iptv.tapesh.tv/tapesh/playlist.m3u8
PBS Miami FL (WPBT-HD),http://190.80.3.28/PBS/PBS.isml/index.m3u8
PBS Miami FL (WPBT-HD),http://190.80.3.28/PBS/PBS.isml/index.m3u8?fluxustv.m3u8
Planet Cannabis Entertainment,https://nimble.dashstreams.net/onestudio/pce/chunks.m3u8
Pluto TV Documentaries,http://stitcher.pluto.tv/stitch/hls/channel/5b85a7582921777994caea63/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=b4c19bad-f2ee-41c2-8e28-fbd87d36e3a3&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high
Pluto TV Drama,http://stitcher.pluto.tv/stitch/hls/channel/5b4e92e4694c027be6ecece1/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=b4c19bad-f2ee-41c2-8e28-fbd87d36e3a3&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high
Pluto TV Movies 1,http://stitcher.pluto.tv/stitch/hls/channel/564b9ed65fbbbca07e8d09d2/master.m3u8?deviceType=web&deviceMake=Chrome&deviceModel=Chrome&sid=4eeea560-71a7-11e8-bcb5-a1b59b812cd7&deviceId=889540f0-712d-11e8-b9ec-8ba319deeadf&deviceVersion=37.0.2049.0&appVersion=2.0.0&deviceDNT=0&userId=&advertisingId=&deviceLat=38.5783&deviceLon=-90.6666&app_name=&appName=&appStoreUrl=&serverSideAds=true
Pluto TV Movies 2,http://stitcher.pluto.tv/stitch/hls/channel/59976841a09fd13c9b590ce8/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=2&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high
Pluto TV Romance,https://stitcher.pluto.tv/stitch/hls/channel/5a66795ef91fef2c7031c599/master.m3u8?deviceType=&deviceMake=&deviceVersion=&deviceId=&appVersion=&deviceDNT=0&deviceModel=&embedPartner=pluto.tv&sid=rb3stkgum0jt2soq367mu97333
Pop,https://live-poptv-fastly-prod.global.ssl.fastly.net/pop/master.m3u8
QVC,https://lsqvc1uscln-lh.akamaihd.net/i/lsqvc1uscln_01@809410/master.m3u8
QVC (Backup),https://v-pi.mybtv.net/event/61.5/640x480?start_time=2019-12-13T20%3A45%3A00.000Z&end_time=2026&env=prd&uid=29375
QVC 2,https://lsqvc2us-lh.akamaihd.net/i/lsqvc2us_01@809440/master.m3u8
QVC 2 (Backup),https://v-pi.mybtv.net/event/4.7/640x480?start_time=2019-12-13T21%3A45%3A00.000Z&end_time=2026&env=prd&uid=29375
QVC 3,https://lsqvc3us-lh.akamaihd.net/i/lsqvc3us_01@809459/master.m3u8
QVC 3 (Backup),https://v-pi.mybtv.net/event/41.4/640x480?start_time=2019-12-13T21%3A45%3A00.000Z&end_time=2026&env=prd&uid=29375
Radio y Televisión Martí,http://ocb-lh.akamaihd.net/i/ocb_mpls_tvmc1@383606/master.m3u8
Red Bull TV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8
Retro TV,https://v-pi.mybtv.net/event/2.5/768x432?start_time=2019-12-17T20%3A15%3A00.000Z&end_time=8089&env=prd&uid=29375
Rev\'n,http://dcunilive28-lh.akamaihd.net/i/dclive_1@624563/master.m3u8
Rev\'n,https://dcunilive28-lh.akamaihd.net/i/dclive_1@624563/master.m3u8?hdnea=st=1566236803~exp=1566236923~acl=/i/dclive_1@624563*~hmac=2b869b90909212e3093b3849511aba47d44ff643dd10994027e1775c506608f9
Revelation TV,http://rtv.cdn.mangomolo.com/rtv/smil:switch.smil/playlist.m3u8
Revry,https://stitcher.pluto.tv/stitch/hls/channel/5ac7d243cd17c85601684f57/master.m3u8?deviceType=&deviceMake=&deviceVersion=&deviceId=&appVersion=&deviceDNT=0&deviceModel=&embedPartner=pluto.tv&sid=iaasl9n3jh3esnglai5na3geu7
RT America,https://rt-usa.secure.footprint.net/1105.m3u8
RT America,https://rt-usa.secure.footprint.net/1105.m3u8?fluxustv.m3u8
SafeTV,http://18.191.91.130:1935/live/safetv/playlist.m3u8
SBN,http://sonlife5-i.akamaihd.net/hls/live/584631/ch5/ch53/ch53.m3u8
SBN,http://sonlife7-i.akamaihd.net/hls/live/585011/ch7/master.m3u8
SBN Global,http://sonlife10-i.akamaihd.net/hls/live/585013/ch10/master.m3u8
SBN HD (16:9)(WTVE),https://v-pi.mybtv.net/event/51.1/1280x720?start_time=2019-12-20T22%3A45%3A00.000Z&end_time=2028&env=prd&uid=29375
SBN SD (16:9)(WPHY-CD),https://v-pi.mybtv.net/event/25.1/768x432?start_time=2019-12-20T22%3A45%3A00.000Z&end_time=2028&env=prd&uid=29375
SBN SD (4:3)(WPSJ-CD),https://v-pi.mybtv.net/event/8.3/640x480?start_time=2019-12-20T22%3A45%3A00.000Z&end_time=2028&env=prd&uid=29375
Science TV (Pluto TV),http://stitcher.pluto.tv/stitch/hls/channel/563a970aa1a1f7fe7c9daad7/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=2&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high
SCP-TV - St. Charles Parish TV,http://66.210.225.230/live/CELL-496k-270p/CELL-496k-270p.m3u8
Screamfest,https://vcnleomarkstudios.teleosmedia.com/stream/leomarkstudios/screamfest/seglist_720p.m3u8
Shop HQ,https://aos01-evine.secure.footprint.net/evine/cleanfeed/VIDEO_0_2064000.m3u8
Shop HQ (Backup),https://v-pi.mybtv.net/event/4.2/640x480?start_time=2019-12-13T20%3A45%3A00.000Z&end_time=2026&env=prd&uid=29375
Shop LC,https://dpfbqenlgkzdh.cloudfront.net/shoplc_backup/live.m3u8
Shop LC,https://v-pi.mybtv.net/event/4.4/640x480?start_time=2019-12-13T20%3A45%3A00.000Z&end_time=2026&env=prd&uid=29375
Slow TV,https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5317bfebff98025b3200ff99/master.m3u8?deviceType=web&deviceMake=&deviceModel=&sid=e&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&profileLimit=high
Sony Movies Christmas,https://streamingserver001.viewtvgroup.com/kapanglivetv-uksat-truemovies/tracks-v1a1/mono.m3u8
Sportskool,https://a.jsrdn.com/broadcast/22697/+0000/hi/c.m3u8
Stadium,https://d28avce4cnwu2y.cloudfront.net/v1/manifest/61a556f78e4547c8ab5c6297ea291d6350767ca2/Mux/37f5dd6d-5713-4998-8354-8c6675612b42/0.m3u8
Stadium,https://d28avce4cnwu2y.cloudfront.net/v1/manifest/61a556f78e4547c8ab5c6297ea291d6350767ca2/Mux/37f5dd6d-5713-4998-8354-8c6675612b42/1.m3u8
Stadium,https://stadiumlivein-i.akamaihd.net/hls/live/522512/mux_4/master.m3u8
Stadium (Backup),https://d28avce4cnwu2y.cloudfront.net/v1/manifest/61a556f78e4547c8ab5c6297ea291d6350767ca2/Mux/37f5dd6d-5713-4998-8354-8c6675612b42/4.m3u8
Stand-Up TV,http://stitcher.pluto.tv/stitch/hls/channel/5637d31f319573e26b64040b/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=4&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high
SubRang TV,http://cdn61.liveonlineservices.com/hls/subrang.m3u8
Tastemade,https://tastemadessai.akamaized.net/amagi_hls_data_tastemade-tastemade/CDN/playlist.m3u8
TastyTrade,https://trinity-lh.akamaihd.net/i/ttmain_d@82127/index_3128_av-p.m3u8
TBD,http://content.uplynk.com/channel/1831163f97674328ad9f4b4814ed39c5.m3u8
TBD,http://content.uplynk.com/channel/1831163f97674328ad9f4b4814ed39c5.m3u8?tc=1&exp=1614631202&rn=614441536&ct=c&cid=1831163f97674328ad9f4b4814ed39c5&ad=comet&ad.adUnit=%2FTBD%2FLivestream_midroll&ad._debug=TBDNET_ssai_livestream_midroll&ad.ad_rule=1&ad.pmad=12&ad.output=xml_vmap1&sig=5d194a4e4c5a4d59023d6a39a2ba5ba82dcd817b615e9f82115c41d9b26ffd0a
TCT,http://bcoveliveios-i.akamaihd.net/hls/live/206632/1997976452001/TCTHLS/TCTHLS_Live_1200.m3u8
TCT Kids,http://bcoveliveios-i.akamaihd.net:80/hls/live/206632/1997976452001/FamilyHLS/FamilyHLS_Live_1200.m3u8
Telemundo 44,https://wrclive-f.akamaihd.net/i/wrcb2_1@46880/master.m3u8
Tempe 11,http://granicusliveus1-a.akamaihd.net/tempe/G0355_003/chunklist.m3u8
The 360 Channel,https://www.filmon.com/vr-streams/4136.high/playlist.m3u8
The Asylum,https://dai2.xumo.com/xumocdn/p=roku/amagi_hls_data_xumo1212A-theasylum/CDN/1280x720_2500000/index.m3u8
The Country Network,https://v-la.mybtv.net/event/8.2/640x480?start_time=2019-12-12T11%3A45%3A00.000Z&end_time=2026&env=prd&uid=24610
The Country Network,https://v-la.mybtv.net/event/8.2/640x480?start_time=2019-12-12T11%3A45%3A00.000Z&end_time=2046&env=prd&uid=24610
The CW Charlotte NC (WCCB-DT),http://api.new.livestream.com/accounts/8522553/events/live/live.m3u8
The CW Miami FL (WSFL-TV),http://190.80.3.28/CW/CW.isml/index.m3u8?fluxustv.m3u8
The CW PIX 11 New York NY (WPIX),http://api.new.livestream.com/accounts/8896933/events/3104530/live.m3u8
The Film Detective,https://distro.akamaized.net/indexfd_1280x720.m3u8
The Florida Channel,https://wowzaprod4-i.akamaihd.net/hls/live/254057/6380fec3/playlist.m3u8
The Now Network,https://link.frontlayer.com/services/hls2/fl619843/index.m3u8
The Outdoor Cooking Channel,http://edge1.tikilive.com:1935/unrestricted_tikilive/25947/amlst:NWKlw6jwyXpz/chunklist_w981409619_b1105254.m3u8
The Outdoor Cooking Channel,http://edge1.tikilive.com:1935/unrestricted_tikilive/25947/amlst:NWKlw6jwyXpz/chunklist_w981409619_b1105254.m3u8?fluxustv.m3u8
The Shopping Channel,http://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/master.m3u8
The Shopping Channel,https://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/master.m3u8
The Shopping Channel HD,https://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/index_2_av-b.m3u8
The Southeastern Channel,http://147.174.13.196/live/WIFI-1296k-540p/WIFI-1296k-540p.m3u8
The Surf Channel,http://stitcher.pluto.tv/stitch/hls/channel/56377913f7c493ce618c4de1/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=4&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high
The Tennis Channel,https://playoutengine.sinclairstoryline.com/playout/9f87522c-5a0e-4ff4-b82c-d5564216132f/g.m3u8
The Weather Channel,http://bit.ly/2wQwd1G
The Weather Channel,http://weather-lh.akamaihd.net/i/twc_1@92006/master.m3u8
The Weather Channel,https://weather-lh.akamaihd.net/i/twc_1@92006/master.m3u8
The Works,https://mgm-ssai.akamaized.net/amagi_hls_data_mgmAAAAAA-theworks/CDN/720x404_1425600/index.m3u8
Titanic TV,https://a.jsrdn.com/broadcast/22719/+0000/hi/c.m3u8
TMZ,https://dai2.xumo.com/xumocdn/p=roku/amagi_hls_data_xumo1234A-tmz/CDN/1280x720_5000000/index.m3u8
Trinity Channel,http://rtmp1.abnsat.com/hls/trinity.m3u8
TSTV,http://tstv-stream.tsm.utexas.edu/hls/livestream_hi/index.m3u8
TVW,http://d3ktuc8v2sjk6m.cloudfront.net/livetv/ngrp:TVWAIR_all/chucklist.m3u8
TVW-2,http://d3ktuc8v2sjk6m.cloudfront.net/livetv/ngrp:TVW2_all/master.m3u8
UALR TV,http://na-all23.secdn.net/pegstream3-live/play/65ea794b-dd82-41ce-8e98-a9177289a063/master.m3u8
Uncion 24,http://68.235.37.11:1935/uncion24/Uncion24/playlist.m3u8
UWW-TV,http://vanadium.uww.edu:1935/uwwlive/smil:uwwtv.smil/chunklist_w2102626622_b300000.m3u8
Venus TV (US Eastern),https://a.jsrdn.com/broadcast/22690/-0500/c.m3u8
Venus TV (US Pacific),https://a.jsrdn.com/broadcast/22690/-0800/c.m3u8
